adj_amb,cond_group,item,verb_bias,explanation,pronoun,pronoun_type,new_sent,question_answers,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,adj,german_adj_freq,german_adj_length,verb,german_verb_freq,german_verb_length,Susanne_avgRating_Score,story,question,left,right,left_pronoun,right_pronoun,correct,Context,context,context_story,target_story,full_text,context_region_count,target_region_count,total_region_count,context_article_chunk_count,q_type,Intended referent,intended_answer_text,intended_answer_side,intended_answer_key,correct_response,type1_ambiguous,real_NP1_gender,real_NP2_gender,generated_version,Causality
nonamb,8,23,neutral,NP2-Causality,er,er,"Nicole diffamierte Klaus, weil er am frühen Morgen einflussreich war und jede Anerkennung erhielt.",Wen diffamierte Nicole? (Klaus / Peter),disparaged,AgEvo,10.0,0.0,-1.45,12,aufmüpfig,0.64,9.0,diffamierte,0.02,9.0,62.5,"Im_Kollegenkreis waren in letzter Zeit vermehrt Gerüchte über eine_bestimmte_Person im_Umlauf.
Nicole diffamierte Klaus,
weil_er am frühen Morgen einflussreich_war und jede_Anerkennung erhielt.",Wen diffamierte Nicole?,Klaus,Peter,er,er,F,Im Kollegenkreis waren in letzter Zeit vermehrt Gerüchte über eine bestimmte Person im Umlauf.,Im Kollegenkreis waren in letzter Zeit vermehrt Gerüchte über eine bestimmte Person im Umlauf.,Im_Kollegenkreis waren in letzter Zeit vermehrt Gerüchte über eine_bestimmte_Person im_Umlauf.,"Nicole diffamierte Klaus,
weil_er am frühen Morgen einflussreich_war und jede_Anerkennung erhielt.","Im Kollegenkreis waren in letzter Zeit vermehrt Gerüchte über eine bestimmte Person im Umlauf. Nicole diffamierte Klaus, weil er am frühen Morgen einflussreich war und jede Anerkennung erhielt.",10,11,21,3,3,NP2,Klaus,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,24,neutral,NP1-Causality,er,er,"Jürgen ermutigte Petra, weil er in diesen Tagen optimistisch war und den Fortschritt bemerkte.",Wen ermutigte Jürgen? (Petra / Birgit),encouraged,StimExp,10.0,2.0,2.27,-12,hoffnungsvoll,3.35,13.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Jürgen ermutigte Petra,
weil_er in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.",Wen ermutigte Jürgen?,Petra,Birgit,sie,sie,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Jürgen ermutigte Petra,
weil_er in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Jürgen ermutigte Petra, weil er in diesen Tagen optimistisch war und den Fortschritt bemerkte.",11,11,22,4,3,NP1,Petra,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,24,neutral,NP1-Causality,er,amb,"Jürgen ermutigte Philipp, weil er in diesen Tagen optimistisch war und den Fortschritt bemerkte.",Wen ermutigte Jürgen? (Philipp / Johannes),encouraged,StimExp,10.0,2.0,2.27,-12,hoffnungsvoll,3.35,13.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Jürgen ermutigte Philipp,
weil_er in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.",Wen ermutigte Jürgen?,Philipp,Johannes,er,er,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Jürgen ermutigte Philipp,
weil_er in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Jürgen ermutigte Philipp, weil er in diesen Tagen optimistisch war und den Fortschritt bemerkte.",11,11,22,4,3,NP1,Philipp,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,24,neutral,NP1-Causality,sie,amb,"Johanna ermutigte Petra, weil sie in diesen Tagen optimistisch war und den Fortschritt bemerkte.",Wen ermutigte Johanna? (Petra / Lisa),encouraged,StimExp,10.0,2.0,2.27,-12,hoffnungsvoll,3.35,13.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Johanna ermutigte Petra,
weil_sie in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.",Wen ermutigte Johanna?,Petra,Lisa,sie,sie,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Johanna ermutigte Petra,
weil_sie in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Johanna ermutigte Petra, weil sie in diesen Tagen optimistisch war und den Fortschritt bemerkte.",11,11,22,4,3,NP1,Petra,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,24,neutral,NP1-Causality,sie,sie,"Johanna ermutigte Philipp, weil sie in diesen Tagen optimistisch war und den Fortschritt bemerkte.",Wen ermutigte Johanna? (Philipp / Stefan),encouraged,StimExp,10.0,2.0,2.27,-12,hoffnungsvoll,3.35,13.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Johanna ermutigte Philipp,
weil_sie in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.",Wen ermutigte Johanna?,Philipp,Stefan,er,er,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Johanna ermutigte Philipp,
weil_sie in diesen Tagen optimistisch_war und den_Fortschritt bemerkte.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Johanna ermutigte Philipp, weil sie in diesen Tagen optimistisch war und den Fortschritt bemerkte.",11,11,22,4,3,NP1,Philipp,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,24,neutral,NP2-Causality,sie,sie,"Jürgen ermutigte Petra, weil sie in diesen Tagen unsicher war und die Prüfung fürchtete.",Wen ermutigte Jürgen? (Petra / Laura),encouraged,StimExp,10.0,2.0,2.27,-12,deprimiert,1.23,10.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Jürgen ermutigte Petra,
weil_sie in diesen Tagen unsicher_war und die_Prüfung fürchtete.",Wen ermutigte Jürgen?,Petra,Laura,sie,sie,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Jürgen ermutigte Petra,
weil_sie in diesen Tagen unsicher_war und die_Prüfung fürchtete.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Jürgen ermutigte Petra, weil sie in diesen Tagen unsicher war und die Prüfung fürchtete.",11,11,22,4,3,NP2,Petra,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,24,neutral,NP2-Causality,er,amb,"Jürgen ermutigte Philipp, weil er in diesen Tagen unsicher war und die Prüfung fürchtete.",Wen ermutigte Jürgen? (Philipp / Alexander),encouraged,StimExp,10.0,2.0,2.27,-12,deprimiert,1.23,10.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Jürgen ermutigte Philipp,
weil_er in diesen Tagen unsicher_war und die_Prüfung fürchtete.",Wen ermutigte Jürgen?,Philipp,Alexander,er,er,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Jürgen ermutigte Philipp,
weil_er in diesen Tagen unsicher_war und die_Prüfung fürchtete.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Jürgen ermutigte Philipp, weil er in diesen Tagen unsicher war und die Prüfung fürchtete.",11,11,22,4,3,NP2,Philipp,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,24,neutral,NP2-Causality,sie,amb,"Johanna ermutigte Petra, weil sie in diesen Tagen unsicher war und die Prüfung fürchtete.",Wen ermutigte Johanna? (Petra / Lisa),encouraged,StimExp,10.0,2.0,2.27,-12,deprimiert,1.23,10.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Johanna ermutigte Petra,
weil_sie in diesen Tagen unsicher_war und die_Prüfung fürchtete.",Wen ermutigte Johanna?,Petra,Lisa,sie,sie,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Johanna ermutigte Petra,
weil_sie in diesen Tagen unsicher_war und die_Prüfung fürchtete.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Johanna ermutigte Petra, weil sie in diesen Tagen unsicher war und die Prüfung fürchtete.",11,11,22,4,3,NP2,Petra,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,24,neutral,NP2-Causality,er,er,"Johanna ermutigte Philipp, weil er in diesen Tagen unsicher war und die Prüfung fürchtete.",Wen ermutigte Johanna? (Philipp / Marco),encouraged,StimExp,10.0,2.0,2.27,-12,deprimiert,1.23,10.0,ermutigte,0.93,9.0,75.0,"In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.
Johanna ermutigte Philipp,
weil_er in diesen Tagen unsicher_war und die_Prüfung fürchtete.",Wen ermutigte Johanna?,Philipp,Marco,er,er,F,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren.,In den_Tagen vor einer_wichtigen_Prüfung war die_Anspannung in einem_Kurs deutlich zu spüren.,"Johanna ermutigte Philipp,
weil_er in diesen Tagen unsicher_war und die_Prüfung fürchtete.","In den Tagen vor einer wichtigen Prüfung war die Anspannung in einem Kurs deutlich zu spüren. Johanna ermutigte Philipp, weil er in diesen Tagen unsicher war und die Prüfung fürchtete.",11,11,22,4,3,NP2,Philipp,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,25,NP1,NP1-Causality,er,er,"Peter enttäuschte Daniela, weil er an dem Vormittag nachlässig war und jede Aufgabe vergaß.",Wen enttäuschte Peter? (Daniela / Melanie),disappointed,StimExp,12.0,3.0,-2.0,73,unzuverlässig,1.72,13.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Peter enttäuschte Daniela,
weil_er an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.",Wen enttäuschte Peter?,Daniela,Melanie,sie,sie,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Peter enttäuschte Daniela,
weil_er an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Peter enttäuschte Daniela, weil er an dem Vormittag nachlässig war und jede Aufgabe vergaß.",13,11,24,3,3,NP1,Daniela,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,25,NP1,NP1-Causality,er,amb,"Peter enttäuschte Stefan, weil er an dem Vormittag nachlässig war und jede Aufgabe vergaß.",Wen enttäuschte Peter? (Stefan / Michael),disappointed,StimExp,12.0,3.0,-2.0,73,unzuverlässig,1.72,13.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Peter enttäuschte Stefan,
weil_er an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.",Wen enttäuschte Peter?,Stefan,Michael,er,er,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Peter enttäuschte Stefan,
weil_er an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Peter enttäuschte Stefan, weil er an dem Vormittag nachlässig war und jede Aufgabe vergaß.",13,11,24,3,3,NP1,Stefan,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,25,NP1,NP1-Causality,sie,amb,"Claudia enttäuschte Daniela, weil sie an dem Vormittag nachlässig war und jede Aufgabe vergaß.",Wen enttäuschte Claudia? (Daniela / Nicole),disappointed,StimExp,12.0,3.0,-2.0,73,unzuverlässig,1.72,13.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Claudia enttäuschte Daniela,
weil_sie an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.",Wen enttäuschte Claudia?,Daniela,Nicole,sie,sie,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Claudia enttäuschte Daniela,
weil_sie an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Claudia enttäuschte Daniela, weil sie an dem Vormittag nachlässig war und jede Aufgabe vergaß.",13,11,24,3,3,NP1,Daniela,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,25,NP1,NP1-Causality,sie,sie,"Claudia enttäuschte Stefan, weil sie an dem Vormittag nachlässig war und jede Aufgabe vergaß.",Wen enttäuschte Claudia? (Stefan / Philipp),disappointed,StimExp,12.0,3.0,-2.0,73,unzuverlässig,1.72,13.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Claudia enttäuschte Stefan,
weil_sie an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.",Wen enttäuschte Claudia?,Stefan,Philipp,er,er,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Claudia enttäuschte Stefan,
weil_sie an dem Vormittag nachlässig_war und jede_Aufgabe vergaß.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Claudia enttäuschte Stefan, weil sie an dem Vormittag nachlässig war und jede Aufgabe vergaß.",13,11,24,3,3,NP1,Stefan,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,25,NP1,NP2-Causality,sie,sie,"Peter enttäuschte Daniela, weil sie an dem Vormittag hoffnungsvoll war und das Beste erwartete.",Wen enttäuschte Peter? (Daniela / Birgit),disappointed,StimExp,12.0,3.0,-2.0,73,erwartungsvoll,1.28,14.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Peter enttäuschte Daniela,
weil_sie an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.",Wen enttäuschte Peter?,Daniela,Birgit,sie,sie,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Peter enttäuschte Daniela,
weil_sie an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Peter enttäuschte Daniela, weil sie an dem Vormittag hoffnungsvoll war und das Beste erwartete.",13,11,24,3,3,NP2,Daniela,left,F,F,False,male,female,original,NP2-Causality
nonamb,6,25,NP1,NP2-Causality,er,amb,"Peter enttäuschte Stefan, weil er an dem Vormittag hoffnungsvoll war und das Beste erwartete.",Wen enttäuschte Peter? (Stefan / Andreas),disappointed,StimExp,12.0,3.0,-2.0,73,erwartungsvoll,1.28,14.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Peter enttäuschte Stefan,
weil_er an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.",Wen enttäuschte Peter?,Stefan,Andreas,er,er,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Peter enttäuschte Stefan,
weil_er an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Peter enttäuschte Stefan, weil er an dem Vormittag hoffnungsvoll war und das Beste erwartete.",13,11,24,3,3,NP2,Stefan,left,F,F,False,male,male,both_male,NP2-Causality
nonamb,7,25,NP1,NP2-Causality,sie,amb,"Claudia enttäuschte Daniela, weil sie an dem Vormittag hoffnungsvoll war und das Beste erwartete.",Wen enttäuschte Claudia? (Daniela / Vanessa),disappointed,StimExp,12.0,3.0,-2.0,73,erwartungsvoll,1.28,14.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Claudia enttäuschte Daniela,
weil_sie an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.",Wen enttäuschte Claudia?,Daniela,Vanessa,sie,sie,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Claudia enttäuschte Daniela,
weil_sie an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Claudia enttäuschte Daniela, weil sie an dem Vormittag hoffnungsvoll war und das Beste erwartete.",13,11,24,3,3,NP2,Daniela,left,F,F,False,female,female,both_female,NP2-Causality
nonamb,8,25,NP1,NP2-Causality,er,er,"Claudia enttäuschte Stefan, weil er an dem Vormittag hoffnungsvoll war und das Beste erwartete.",Wen enttäuschte Claudia? (Stefan / Marco),disappointed,StimExp,12.0,3.0,-2.0,73,erwartungsvoll,1.28,14.0,enttäuschte,0.18,13.0,75.0,"Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.
Claudia enttäuschte Stefan,
weil_er an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.",Wen enttäuschte Claudia?,Stefan,Marco,er,er,F,"Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Für den_Vormittag war im_Büro ein_wichtiges_Vorhaben geplant, auf das sich mehrere Personen verlassen hatten.","Claudia enttäuschte Stefan,
weil_er an dem Vormittag hoffnungsvoll_war und das_Beste erwartete.","Für den Vormittag war im Büro ein wichtiges Vorhaben geplant, auf das sich mehrere Personen verlassen hatten. Claudia enttäuschte Stefan, weil er an dem Vormittag hoffnungsvoll war und das Beste erwartete.",13,11,24,3,3,NP2,Stefan,left,F,F,False,female,male,swapped,NP2-Causality
nonamb,1,26,NP1,NP1-Causality,er,er,"Klaus erzürnte Renate, weil er an dem Tag unverschämt war und die Kollegen provozierte.",Wann war er unverschämt? (an dem Tag / bei dem Auftritt),enraged,StimExp,7.0,25.0,-2.36,70,veräppelt,0.13,9.0,erzürnte,0.21,8.0,68.75,"Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.
Klaus erzürnte Renate,
weil_er an dem Tag unverschämt_war und die_Kollegen provozierte.",Wann war er unverschämt?,an dem Tag,bei dem Auftritt,,,F,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.,"Klaus erzürnte Renate,
weil_er an dem Tag unverschämt_war und die_Kollegen provozierte.","Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre. Klaus erzürnte Renate, weil er an dem Tag unverschämt war und die Kollegen provozierte.",7,11,18,3,5,NP1,an dem Tag,left,F,F,False,male,female,original,NP1-Causality
nonamb,2,26,NP1,NP1-Causality,er,amb,"Klaus erzürnte Hans, weil er an dem Tag unverschämt war und die Kollegen provozierte.",Wann war er unverschämt? (an dem Tag / bei dem Auftritt),enraged,StimExp,7.0,25.0,-2.36,70,veräppelt,0.13,9.0,erzürnte,0.21,8.0,68.75,"Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.
Klaus erzürnte Hans,
weil_er an dem Tag unverschämt_war und die_Kollegen provozierte.",Wann war er unverschämt?,an dem Tag,bei dem Auftritt,,,F,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.,"Klaus erzürnte Hans,
weil_er an dem Tag unverschämt_war und die_Kollegen provozierte.","Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre. Klaus erzürnte Hans, weil er an dem Tag unverschämt war und die Kollegen provozierte.",7,11,18,3,5,NP1,an dem Tag,left,F,F,False,male,male,both_male,NP1-Causality
nonamb,3,26,NP1,NP1-Causality,sie,amb,"Sabine erzürnte Renate, weil sie an dem Tag unverschämt war und die Kollegen provozierte.",Wann war sie unverschämt? (an dem Tag / bei dem Auftritt),enraged,StimExp,7.0,25.0,-2.36,70,veräppelt,0.13,9.0,erzürnte,0.21,8.0,68.75,"Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.
Sabine erzürnte Renate,
weil_sie an dem Tag unverschämt_war und die_Kollegen provozierte.",Wann war sie unverschämt?,an dem Tag,bei dem Auftritt,,,F,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.,"Sabine erzürnte Renate,
weil_sie an dem Tag unverschämt_war und die_Kollegen provozierte.","Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre. Sabine erzürnte Renate, weil sie an dem Tag unverschämt war und die Kollegen provozierte.",7,11,18,3,5,NP1,an dem Tag,left,F,F,False,female,female,both_female,NP1-Causality
nonamb,4,26,NP1,NP1-Causality,sie,sie,"Sabine erzürnte Hans, weil sie an dem Tag unverschämt war und die Kollegen provozierte.",Wann war sie unverschämt? (an dem Tag / bei dem Auftritt),enraged,StimExp,7.0,25.0,-2.36,70,veräppelt,0.13,9.0,erzürnte,0.21,8.0,68.75,"Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.
Sabine erzürnte Hans,
weil_sie an dem Tag unverschämt_war und die_Kollegen provozierte.",Wann war sie unverschämt?,an dem Tag,bei dem Auftritt,,,F,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.,"Sabine erzürnte Hans,
weil_sie an dem Tag unverschämt_war und die_Kollegen provozierte.","Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre. Sabine erzürnte Hans, weil sie an dem Tag unverschämt war und die Kollegen provozierte.",7,11,18,3,5,NP1,an dem Tag,left,F,F,False,female,male,swapped,NP1-Causality
nonamb,5,26,NP1,NP2-Causality,sie,sie,"Klaus erzürnte Renate, weil sie an dem Tag überfordert war und die Geduld verlor.",Wann war sie überfordert? (an dem Tag / bei dem Auftritt),enraged,StimExp,7.0,25.0,-2.36,70,bestimmend,6.87,10.0,erzürnte,0.21,8.0,68.75,"Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.
Klaus erzürnte Renate,
weil_sie an dem Tag überfordert_war und die_Geduld verlor.",Wann war sie überfordert?,an dem Tag,bei dem Auftritt,,,F,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre.,Im_Büro herrschte an diesem_Tag ohnehin schon eine_angespannte_Atmosphäre.,"Klaus erzürnte Renate,
weil_sie an dem Tag überfordert_war und die_Geduld verlor.","Im Büro herrschte an diesem Tag ohnehin schon eine angespannte Atmosphäre. Klaus erzürnte Renate, weil sie an dem Tag überfordert war und die Geduld verlor.",7,11,18,3,5,NP2,an dem Tag,left,F,F,False,male,female,original,NP2-Causality
